#ID,P1,P2,Result,,,,,,,
11,000hM4joPQ766pHyEx60hK5Qt00ezca1w2oaT01yVMaex2DQU01oc3aouXL0a2tdoQgnuah0g01ka97eFFo09f2H7ddnlwwQp01AQlp00hu8p00wxhp00rYTGhkzvjal1nKvamT4bVal1vPJ8m3k2xzddpDOaaxuJO,000imer00tDUp00tEbp017gUp017jHp01m5cp01m7Yp01APcp01ARYinG7Jw4oys9Ajo7MIqakVOVlakVRCka2SOY3a2SREYO08XfE7nKzHi7nozAq7p8lCB7nXRM67oLn877opn1g7kzTWl7kiivm7kvxCr7kdVbs7krbix7k9yQy7kmMmh7k5aUiN090W2g0qAeqg0hOqUg0qFBJ,P2Win,,0,0,0,0,,0
12,000hM4joPQ766pHyEx60hK5Qt00ezca1w2oaT01yVMaex2DQU01oc3aouXL0a2tdoQgnuah0g01ka97eFFo09f2H7ddnlwwQp01AQlp00hu8p00wxhp00rYTGhkzvjal1nKvamT4bVal1vPJ8m3k2xzddpDOaaxuJO,000DjUX00BHi600z0OjmTq1Pr00P9sjopWcUO00BGKO00xVfO00Fsgp00Yypa00XcTp010lBp00W6Lp00NeMp00veqp00EmNp0104Daj9hjIaj9jcqaj9l5ca0105Ea011Xpw00Bqmw00FbRw00xVf,P2Win,,0,0,0,0,,0
13,000hM4joPQ766pHyEx60hK5Qt00ezca1w2oaT01yVMaex2DQU01oc3aouXL0a2tdoQgnuah0g01ka97eFFo09f2H7ddnlwwQp01AQlp00hu8p00wxhp00rYTGhkzvjal1nKvamT4bVal1vPJ8m3k2xzddpDOaaxuJO,001aPqjjAihta3gQrba3gNKfp01ADDa01ATua01ydyp01AT49mTVK99mTCVB9nQdqT9nPTCm9oUYN09oViBx7jW6zv7jW7nG7kanPJ7kaoDU7ngKPR7ngOkY7o4e2J7o4hwQ7oQJII7oQGeBt017lht01e3Qp01AStp01qoSp01gs6ajRNwnajRLU1ajRKiEp016vF4odtEAGnYF86p00TrXr01ARJ,P1Win,,1,0,1,0,,0
14,000hM4joPQ766pHyEx60hK5Qt00ezca1w2oaT01yVMaex2DQU01oc3aouXL0a2tdoQgnuah0g01ka97eFFo09f2H7ddnlwwQp01AQlp00hu8p00wxhp00rYTGhkzvjal1nKvamT4bVal1vPJ8m3k2xzddpDOaaxuJO,000jmma2wIkXa2wFE09liKq99liOrX9leriY9letIw9lewps9lez6o9leBMkt00aKIp00AhzamKo1ramKlkvU01tPjp01AOxj0ML0J7kifsj7kihRQ7kibGN7kidPW7kr51L7kr7aU7kr1gg7kr3ppr004jea004iG9esAdt9eODhEr00OyXgnQkANa2GBnUa2GyGY,P2Win,,0,0,0,0,,0
15,000hM4joPQ766pHyEx60hK5Qt00ezca1w2oaT01yVMaex2DQU01oc3aouXL0a2tdoQgnuah0g01ka97eFFo09f2H7ddnlwwQp01AQlp00hu8p00wxhp00rYTGhkzvjal1nKvamT4bVal1vPJ8m3k2xzddpDOaaxuJO,000FJmp01sgQp01sg4p0146Sp012vIa0160ir00O51apVG1E81FqoRjoQpi3j1AJYKao3QaTajRai2inoPs3hmxcdNhmxbpCp00O3jE0rlc94oq9zbp011W99kWhmQp01svCp00W7K9kn0MW9kmU9Gig7lePhnGCnnap4Hlpr01AT87kiAvI7kiFSA,P1Win,,1,0,1,0,,0
16,000hM4joPQ766pHyEx60hK5Qt00ezca1w2oaT01yVMaex2DQU01oc3aouXL0a2tdoQgnuah0g01ka97eFFo09f2H7ddnlwwQp01AQlp00hu8p00wxhp00rYTGhkzvjal1nKvamT4bVal1vPJ8m3k2xzddpDOaaxuJO,000lMQj0qWK2joHfMmq00IU6a00L3Ha00JaWa00HicU00mR3F0doy1a00lLVa0zBO3ansU2YanGKaMU005oYanlqb8goU1kzgp3Qaqgph5JIgppUzzgpyKprangXJKa1iGl3a2azlVa32smOalNzyVamFszOansVQgaokOR9ap8j8A,P2Win,,0,0,0,0,,0
17,000hM4joPQ766pHyEx60hK5Qt00ezca1w2oaT01yVMaex2DQU01oc3aouXL0a2tdoQgnuah0g01ka97eFFo09f2H7ddnlwwQp01AQlp00hu8p00wxhp00rYTGhkzvjal1nKvamT4bVal1vPJ8m3k2xzddpDOaaxuJO,000dYpajuFO0ajuNRNa00osVa00r9Uj1rmKoimJPXQh1rgzl9kMYdX9l5BcJ9kN4AP9l5GzB9kN9XH9l5LWtl9JUffld0aLaa3gQrbp00YsQp00UYzp00QXpp00KN6v00Qq5xkzKYDxkzQmvxkzVJna00x9r,P1Win,,1,0,1,0,,0
18,000hM4joPQ766pHyEx60hK5Qt00ezca1w2oaT01yVMaex2DQU01oc3aouXL0a2tdoQgnuah0g01ka97eFFo09f2H7ddnlwwQp01AQlp00hu8p00wxhp00rYTGhkzvjal1nKvamT4bVal1vPJ8m3k2xzddpDOaaxuJO,000jmlX006Ifp00El4w004iCj00fQxp00Gdcj2atqxU00Owma1ahP1w005DAw006Yyw008kww009Fuw00qBhO004iCO005TYO007wlt00qkUr01cpar01n8Xa1ajaYa1akMl,P2Win,,0,0,0,0,,0
19,000hM4joPQ766pHyEx60hK5Qt00ezca1w2oaT01yVMaex2DQU01oc3aouXL0a2tdoQgnuah0g01ka97eFFo09f2H7ddnlwwQp01AQlp00hu8p00wxhp00rYTGhkzvjal1nKvamT4bVal1vPJ8m3k2xzddpDOaaxuJO,001kdBT01a1hLo4nG2ajvNnSjo4rrxaozsW1aozqg1G0171Rp01f5zp01nWyp01wOxt01f7st01i4zt01iRIt01hwMt01axqt01cq1t01ezFt01ej6t01jqmr01aMUp01qWUajvENhr01lhOp01vdHp01tlHajvR9oajvUTT800XKoa6vX4M,P1Win,,1,0,1,0,,0
20,000hM4joPQ766pHyEx60hK5Qt00ezca1w2oaT01yVMaex2DQU01oc3aouXL0a2tdoQgnuah0g01ka97eFFo09f2H7ddnlwwQp01AQlp00hu8p00wxhp00rYTGhkzvjal1nKvamT4bVal1vPJ8m3k2xzddpDOaaxuJO,000noj9liTNV9kW19w9kW9dk9liPM29liXPP9kW5bqan7mfxr0057namJRj3p01AOxp01zL7p01yaTp00FUH7kmEJx7kmFO77kr7aU7kr8fu7kvyBi7kvzFRj0VzL1q00unwT01hcOr01wQ5g53NW5a54E0Pa54FSAa54HLlU015DTO00iNSp00EAnp00Dg59esd6D9fbgy4p00noSr01vwga1sg2R,P2Win,,0,0,0,0,,0
21,000hM4joPQ766pHyEx60hK5Qt00ezca1w2oaT01yVMaex2DQU01oc3aouXL0a2tdoQgnuah0g01ka97eFFo09f2H7ddnlwwQp01AQlp00hu8p00wxhp00rYTGhkzvjal1nKvamT4bVal1vPJ8m3k2xzddpDOaaxuJO,0016gNa4uFNpp01AU0jlOK7Ap01AT4Ep0zyzp01qafakeINhakeGUvakeF2Kp0131wp01e2Kp01q8L9p4IIc9p4RjMg00XdBg011HIg014Vr7k5Koe7k5NBW7keAut7keDIc7oDifx7oDkoG7oDmxP7ncbC57ncdLe7ncfUn9nPPk49nQ00ep012Ibp012qkg019v8aohGQ4aohIIOaohKBz4o07hP,P1Win,,1,0,1,0,,0
22,000hM4joPQ766pHyEx60hK5Qt00ezca1w2oaT01yVMaex2DQU01oc3aouXL0a2tdoQgnuah0g01ka97eFFo09f2H7ddnlwwQp01AQlp00hu8p00wxhp00rYTGhkzvjal1nKvamT4bVal1vPJ8m3k2xzddpDOaaxuJO,000e23p004k8GpQi13jnt8Xgu00hdup00nHcp00sfVp00wxgp00mB1Fl1b8jyl178Rt004kFt004ldt004lKp00r9rr00B60r004o5t00e2Dt00e2Dt00e2D,P1Win,,1,0,1,0,,0
23,000hM4joPQ766pHyEx60hK5Qt00ezca1w2oaT01yVMaex2DQU01oc3aouXL0a2tdoQgnuah0g01ka97eFFo09f2H7ddnlwwQp01AQlp00hu8p00wxhp00rYTGhkzvjal1nKvamT4bVal1vPJ8m3k2xzddpDOaaxuJO,000hK6j00fQyjnPaUlzcQpv5O00hcwp00CH7p00BD6p00Azbp01dHRT01rq8a01uTSa01tiwad1svr801r9na3fLfLa3fIyIamKhPoamKf9s9kVXsB9kVULF9kVS5K9l9Xgf9la0Wb9la3Db7kdLWq7kr0bK7kdODk7kr2RE7kdRkf7kr5yzr004kBamJQfSp01cnIp01c8cp01b4sr00HRTr00Ia1,P1Win,,1,0,0,0,,1
24,000hM4joPQ766pHyEx60hK5Qt00ezca1w2oaT01yVMaex2DQU01oc3aouXL0a2tdoQgnuah0g01ka97eFFo09f2H7ddnlwwQp01AQlp00hu8p00wxhp00rYTGhkzvjal1nKvamT4bVal1vPJ8m3k2xzddpDOaaxuJO,001iPCU01x5Kt01ewWgnujqyU01x42al2A8pT01leIa4lGJva4lJqrp01lM6j0JpLop01jEGr01aKnG8odCVr01ARJr0185Tp01APBa3gNF3a3gQlYP16Bbh9f7g02a6vMMra6vPtnN0S9FUdlFYeo7f2QfAOpRrWta1sHIo7f7hl0,P1Win,,1,0,1,0,,0
25,000hM4joPQ766pHyEx60hK5Qt00ezca1w2oaT01yVMaex2DQU01oc3aouXL0a2tdoQgnuah0g01ka97eFFo09f2H7ddnlwwQp01AQlp00hu8p00wxhp00rYTGhkzvjal1nKvamT4bVal1vPJ8m3k2xzddpDOaaxuJO,000Dypt00rcPT00Nv0ajvjOMLpV0BiLo3A1NajveYsajvd6FajvbdTa00MGVa00PnTp00O0JajvmtFp01ezkp01nXct00BWahou0X4p01xlYt00BWat00BWat00BWat00BWat00BWat00BWat00BWat00BWap00BWTa6qKVGr01yJ5,P1Win,,1,0,1,0,,0
26,000hM4joPQ766pHyEx60hK5Qt00ezca1w2oaT01yVMaex2DQU01oc3aouXL0a2tdoQgnuah0g01ka97eFFo09f2H7ddnlwwQp01AQlp00hu8p00wxhp00rYTGhkzvjal1nKvamT4bVal1vPJ8m3k2xzddpDOaaxuJO,001f6Fp01yarp01x6Ip01vLCp01sP2akWU0YakWWGYapErUWapEuSfp01huCr01qa2t01dLdt01dLdt01dLdt01dLdt01dLdt01dLdt01dLdt01dLdt01dLdt01dLdt01dLdt01dLdt01dLd,P1Win,,1,0,1,0,,0
27,000hM4joPQ766pHyEx60hK5Qt00ezca1w2oaT01yVMaex2DQU01oc3aouXL0a2tdoQgnuah0g01ka97eFFo09f2H7ddnlwwQp01AQlp00hu8p00wxhp00rYTGhkzvjal1nKvamT4bVal1vPJ8m3k2xzddpDOaaxuJO,001hy1T011pKajvxO7L01fUQL01tofjozgjQa01tnva01qGxajvOKip01qEYp01hwFajvRrhp01AmIt0160vt0160vt0160vt0160vt0160vt0160vt0160vt0160vt0160vt0160vp01AlVagg5qqagg87m,P2Win,,0,0,0,0,,0
28,000hM4joPQ766pHyEx60hK5Qt00ezca1w2oaT01yVMaex2DQU01oc3aouXL0a2tdoQgnuah0g01ka97eFFo09f2H7ddnlwwQp01AQlp00hu8p00wxhp00rYTGhkzvjal1nKvamT4bVal1vPJ8m3k2xzddpDOaaxuJO,001hvXjnLOs1t01bSAt01jWop01yHVp01wzwp01qD4p01fSkT01AQlU01daV9o4gWr9o4t399p9m859p9ydM90ep7n90eBd57olXuT7om1IC7pifbE7piipn70etG470ewTMg01atYg01bOWaggtMva6rDnGa6rFgra6rH9cakAS18akAUH4a01w2ca01yI8,P1Win,,1,0,1,0,,0
29,000hM4joPQ766pHyEx60hK5Qt00ezca1w2oaT01yVMaex2DQU01oc3aouXL0a2tdoQgnuah0g01ka97eFFo09f2H7ddnlwwQp01AQlp00hu8p00wxhp00rYTGhkzvjal1nKvamT4bVal1vPJ8m3k2xzddpDOaaxuJO,000zxha00Ju1a00MaYt00q8Ct00q8Ct00q8Ct00q8Ct00q8Ct00q8Ct00q8Ct00q8Ct00q8Cp00V1Wp00LRHalX5MValX8tRp00TUhp00T6cp01Ayhp01zLgp01yYJp01z0Xp01nUSp017gsp01f5jr00zeqr00yY1j1esEd800K3kp01eyPT01dfOL00uWQL0N7OTajvFCh,P1Win,,1,0,1,0,,0
30,000hM4joPQ766pHyEx60hK5Qt00ezca1w2oaT01yVMaex2DQU01oc3aouXL0a2tdoQgnuah0g01ka97eFFo09f2H7ddnlwwQp01AQlp00hu8p00wxhp00rYTGhkzvjal1nKvamT4bVal1vPJ8m3k2xzddpDOaaxuJO,000gFlt006sl9kIu6G9kICas9kIKeg9l5vOT9l5DSF9l5LWta00rqg9oLcOtj0Rb1z7k4TqB7k9l3L7kdLFX7kidja7kmDVmp00vHLp00tPDamKiTX9oLkSf9oLsW370qyNd70hMc37090zU700dXM7pQty0ad05p7t00dI0t00dbe,P1Win,,1,0,1,0,,0
31,000hM4joPQ766pHyEx60hK5Qt00ezca1w2oaT01yVMaex2DQU01oc3aouXL0a2tdoQgnuah0g01ka97eFFo09f2H7ddnlwwQp01AQlp00hu8p00wxhp00rYTGhkzvjal1nKvamT4bVal1vPJ8m3k2xzddpDOaaxuJO,001lw9t018lWt01cEfU01dHHU01xkqa2bLaOj0NOvn9eXyunafbJzyU00Pmmgm2vBup01nUEOpVW4tgphNxWa1NVhWT01ypUa3YQQwdkWpmia6w5Nb8n7zHza3YOaAa00PlOakX2Lc9fGgHIr01ya77fbLIHa01APv7oHPf27oHRUX7oHUBTa01fk4a1OqmFr00TmYr01jTv,P2Win,,0,0,0,0,,0
32,000hM4joPQ766pHyEx60hK5Qt00ezca1w2oaT01yVMaex2DQU01oc3aouXL0a2tdoQgnuah0g01ka97eFFo09f2H7ddnlwwQp01AQlp00hu8p00wxhp00rYTGhkzvjal1nKvamT4bVal1vPJ8m3k2xzddpDOaaxuJO,000i1Kj2aqd5j00j5w9lERvt9lF0zj7kzNFP7kzRHJ9oy9099oybG59oyen1a15wkUa15z1S415xFUp00EzJr00dIct00cnuan7gRFan7jyB9kVQK19kVTqW9kVW7SxkVO43xkVQK1xkVTqWin6TAg,P1Win,,1,0,1,0,,0
33,000hM4joPQ766pHyEx60hK5Qt00ezca1w2oaT01yVMaex2DQU01oc3aouXL0a2tdoQgnuah0g01ka97eFFo09f2H7ddnlwwQp01AQlp00hu8p00wxhp00rYTGhkzvjal1nKvamT4bVal1vPJ8m3k2xzddpDOaaxuJO,000dYpa1JbiWamKkwkp00y8jp00wger01AUgamKndga1J8BWp0084ap00gV97oLgzW7oLjNF7oLn2ojoye6m7kdHE47kdKRM7kdO6v7kqWem7kr0s57kr3FN9oGN509oGURp9oH3EO9kRiAx9lekjK1lnkmyr01Ayd1lnlaJ1lnn3u1lnoVf9kRoeN9kRtS49kRzwk9lepX19levBh9leBfx,P1Win,,1,0,1,0,,0
34,000hM4joPQ766pHyEx60hK5Qt00ezca1w2oaT01yVMaex2DQU01oc3aouXL0a2tdoQgnuah0g01ka97eFFo09f2H7ddnlwwQp01AQlp00hu8p00wxhp00rYTGhkzvjal1nKvamT4bVal1vPJ8m3k2xzddpDOaaxuJO,000Ywya2xzwSa2xCdOa82mpna6vRnra6vSYNT01nnVa6vVExa6vSXBp01nowp01np7p01npIU011qxT00QdMLmbjBRLnPFCL8mTzWW8mTAL88mTC768mTCUh80eepg8kADgV8krOfg8dRRPC8hHnk58jvxi78pzAwk8pzBkv8pzDtEI8jyU3Il6qN6Ijvvpmp01AOLp01n9Up01narp01mTzal23n8al2647a7X0Rla7jojvp01mDHop5j6pq01momp01mnKo0SgJFp01AyT80en0Q,P2Win,,0,0,0,0,,0
35,000hM4joPQ766pHyEx60hK5Qt00ezca1w2oaT01yVMaex2DQU01oc3aouXL0a2tdoQgnuah0g01ka97eFFo09f2H7ddnlwwQp01AQlp00hu8p00wxhp00rYTGhkzvjal1nKvamT4bVal1vPJ8m3k2xzddpDOaaxuJO,0011p5apzRW880eepga2xz06a2xBG2a9p4zlaaQdClT01nnVa6vVExa6vSXBp01nowp01np7p01AOLp01npFU01dJRp01n9Sp01mT2p01mTCp01mDHp01moma7X0Rla82rKVp01mE8op5j6po0SgcSU00xUup00YJf9moNv39mtfoDdkmY8Ua1At2ia1AvIep00YKBU010khdiMrEPdkj0bRa1ATmua1AW3p8mbvFDa3gpem7jmk3G7jmkAtT013PL1mbANvdkn11F,P2Win,,0,0,0,0,,0
36,000hM4joPQ766pHyEx60hK5Qt00ezca1w2oaT01yVMaex2DQU01oc3aouXL0a2tdoQgnuah0g01ka97eFFo09f2H7ddnlwwQp01AQlp00hu8p00wxhp00rYTGhkzvjal1nKvamT4bVal1vPJ8m3k2xzddpDOaaxuJO,0019dCGeeOYlp01ATJp01ogop016Lnp01f6Hp01ASnp01AT8LntGleamLkRGamLnyCa01t7Qp01AORp01AQhal2Btop00XrnT01fpMOoHSOir018a4t0189ralKjukalKlDt8mYfj0jnyBfqaf69xSp00atHajvCEpajvEx9ajvGpTr004jLp00qSOr00rFWp00WAgp01AUgt0189rt0189rt0189rt016gGt016gG,P2Win,,0,0,0,0,,0
37,000hM4joPQ766pHyEx60hK5Qt00ezca1w2oaT01yVMaex2DQU01oc3aouXL0a2tdoQgnuah0g01ka97eFFo09f2H7ddnlwwQp01AQlp00hu8p00wxhp00rYTGhkzvjal1nKvamT4bVal1vPJ8m3k2xzddpDOaaxuJO,001iONimTGBYt01hcOT01rGaa9bXPap01vYsa9YtHXa4DpCXa4DsjTr01qCd4pe0Saa1KgVEaov6i1p01av6p015Ui7keO6O7keRkx7keTdi7kaqXJ7kaucs7kaw5da8SXKs9kwgkQ9kwq119kwyld9013L9901drj901lLv9losahj1FGrt1kWRyf1kWTXM1kWWok1kWXcv,P1Win,,1,0,1,0,,0
38,000hM4joPQ766pHyEx60hK5Qt00ezca1w2oaT01yVMaex2DQU01oc3aouXL0a2tdoQgnuah0g01ka97eFFo09f2H7ddnlwwQp01AQlp00hu8p00wxhp00rYTGhkzvjal1nKvamT4bVal1vPJ8m3k2xzddpDOaaxuJO,001gpvU01rpLp01yFpp01xl0p00YJYp01fSJp01w0Bp01daVajw5h7ajw7X3ajvJjqajvM0ma01uTSo01AOxo0nsXjt01ewRt01ewRt01ewRt01ewRt01ewRt01ewRt01ewRt01ewRt01ewRt01ewRa01sdW,P2Win,,0,0,0,0,,0
39,000hM4joPQ766pHyEx60hK5Qt00ezca1w2oaT01yVMaex2DQU01oc3aouXL0a2tdoQgnuah0g01ka97eFFo09f2H7ddnlwwQp01AQlp00hu8p00wxhp00rYTGhkzvjal1nKvamT4bVal1vPJ8m3k2xzddpDOaaxuJO,000xpgT015b3L00wAhL00lQwajvBj1jn7nosa00G0Xa00IGXp00yctajv7JYajv543t00reMt00reMt00reMt00reMt00reMt00reMt00reMt00reMt00reMt00reMp00HlOp01liEp01mCNp01nWWp01pi6p00PFop00UIa,Draw,,0,0.5,0,0.5,,0
40,000hM4joPQ766pHyEx60hK5Qt00ezca1w2oaT01yVMaex2DQU01oc3aouXL0a2tdoQgnuah0g01ka97eFFo09f2H7ddnlwwQp01AQlp00hu8p00wxhp00rYTGhkzvjal1nKvamT4bVal1vPJ8m3k2xzddpDOaaxuJO,000kqQ7kdHUwj0RaKb7kdJ067kdK4F7kialT7kibqt7kicuY7kmBMd7kmCQM7kmDVm9l9YBh9la4Y59laalW9lafIO4oQ3rj9oLfvr9oLnzb9oLvCY9oLDGRxk4SCsxkdKl4xkmC3Br0084J9lamrJajuArc7kmUAPT01yHda6w6SEa6w4cIr00xRwr01AUgr01ARF7kmVFp,P1Win,,1,0,1,0,,0
41,000hM4joPQ766pHyEx60hK5Qt00ezca1w2oaT01yVMaex2DQU01oc3aouXL0a2tdoQgnuah0g01ka97eFFo09f2H7ddnlwwQp01AQlp00hu8p00wxhp00rYTGhkzvjal1nKvamT4bVal1vPJ8m3k2xzddpDOaaxuJO,000i1Pzd06dQT005ojT00gon8n78NRamKe4UamKgKPa15vwLa0MVf14phqr6N004jc9o39nA9mX5xUj0VzuXzd0720zd07Pazd08Dl9mXe8V9o3iLM8n77sT8n767V7nOV9g7nOXPc7mX5hw7mX7XsamJQLNamJSEyamJUxj7nP1fJ,P1Win,,1,0,1,0,,0
42,000hM4joPQ766pHyEx60hK5Qt00ezca1w2oaT01yVMaex2DQU01oc3aouXL0a2tdoQgnuah0g01ka97eFFo09f2H7ddnlwwQp01AQlp00hu8p00wxhp00rYTGhkzvjal1nKvamT4bVal1vPJ8m3k2xzddpDOaaxuJO,000e2mo1smQqp01avdon80ehp01fQQp00hKrp00tPEU005FeU00FURp019aTp017PAp016vhp015aXT01A1wp01yGdp01A5Mp01A6rOpUGPfp00tQDU00QHTamKDqAU00xUAa6w64c8dnCPfa3g5Sja3g8zfa3fU6Ea3fWMA800DeLamKlUramKoBnamJSF5amJVm1gphsC5N6uYV0gph33DgobWS0,P1Win,,1,0,1,0,,0
43,000hM4joPQ766pHyEx60hK5Qt00ezca1w2oaT01yVMaex2DQU01oc3aouXL0a2tdoQgnuah0g01ka97eFFo09f2H7ddnlwwQp01AQlp00hu8p00wxhp00rYTGhkzvjal1nKvamT4bVal1vPJ8m3k2xzddpDOaaxuJO,000keDL00lPcjnPaHVT015b3ajA13sajzcS6ajzhI9L00veDp01jGjp01kK9p01m5op01nG1p01p1fp01suna00tnaa00w48t00a2et00a2et00a2et00a2et00a2et00a2et00a2et00a2et00a2et00a2ep00gHSp00pjt,P2Win,,0,0,0,0,,0
