#ID,P1,P2,Result,,
51,000iPot009adp00DeLa6uzlNr004jvamogUNamoeeO9kVHSK9kRoMy9kN6uj9kIMUXa0msSTa00tQH404PU8imnONr9pyXPC9pDerI9pHu3XzcULPR7kihCb7kift37kie877kibXV7kdQNa7kdPsd7kdNj87kdL9J1nPaEE1nKH9KE00aKwj1n0Y0,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01wMEr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjj0ImgMajw7X3akB54Wr01pheLgfltA,P2Win,,
52,001dMIT008qft018GsjngYgWa3gQaMa01sA4p01yKxa01ydda01vwhp01A5op01qoSp01i4Ip019taajvLNbajvPyJajvNFYp0157G9mTU8M9mTE1b9n81Eh9oddxK9ocWq99pi2AM9piiIo7pi3VK7pi7XE7od2N17ocXL77n7SAt7n7WCn7ks15T7kjdVY7kaqN4EpEeNlad05tu40NOjj,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01wMEr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjj0ImgMajw7X3akB54Wr01pheLgfltA,P1Win,,
53,000i3kjnkkchjpuv5lhn6X6RiognsnSphccOU01tiw9esyB79eOBFip01A4Rp01bCpp01Ay9a2TOlQa2TLEUt00e1fabU0gzp00tRua2aF2ia2aCllamKh3JamKemNp00AQ4p00Dwjp00EAhp00j6TajuSIYajuQ33GgfvWrzddtpd,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01wMEr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjj0ImgMajw7X3akB54Wr01pheLgfltA,P1Win,,
55,000lOPt00cqE608W9up00mnujoYECY6pcIIEajuQlbajuT27p00n9sGk9mHDa0ibrja0i8Klp00KMtr00mQSp00zfOU01vYua01Ay99fg3FJU00ybYa00BVWa00zg1dkvHg2p00ogRa47zdFr01vKea01xm3r00PpJN4PFAYp00yY0r01AT5,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01wMEr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjj0ImgMajw7X3akB54Wr01pheLgfltA,P2Win,,
57,000gHXU01yFta3gNEwa3gKXAp01heCooz9ODo0ngkOT01jSPa6vQhya6vNACU013Ova1seJIa1sc3MU00S3Ra3gcB9a3g9Udg00QHmU00BUQa1rKa8a1rHtcg00zenU00JXba3g1hJa3fY8AU00j79a1rrlqa1roEug00krzU008lva1rjgIa1rgzMgoU82Bp01ATRp01APBp01AQFp01ASNp01ARJr01AUgr01ATk8oUQp0,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01wMEr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjj0ImgMajw7X3akB54Wr01pheLgfltA,P2Win,,
59,000imer004nRr00tDUp00f7qp00tEbp017gUp017jHp01APcp01ARYinOVep4oys9Aj04HCEan7fR8an7iy3a2SKFKa2SNmG7k9iYW7k4WtC7k0AWT7kdMzR7kihao7kr8ld7kmLOu7kvBUJ7p8lCB7oLn877opn1g7nXRM67nBThB7nfTaKbch91Ozd0fabN090W29nGlbcwoYydiw04CNW,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01wMEr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjj0ImgMajw7X3akB54Wr01pheLgfltA,P2Win,,
60,000AQTU01oIPT01f8NL15FKlL15khmajvOuu8nQac3p00E46o0JuWUoomcX3p01tzst00i4Bp019btr012uGapW3fjapW5VfamTpYXalKoRJajzBOgp01cExp00TmIt00q7mt00q7mt00q7mt00q7mt00q7mt00q7mt00q7mt00q7m,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01wMEr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjj0ImgMajw7X3akB54Wr01pheLgfltA,P2Win,,
63,000iQMU00jUka4TU6FT01AOya9LjHma6w6RnLjuC6DjnTpewa00n8vp00UKwp016e5800BI88ocNgCU00STHp015rvanUb1sp014VrU01cTxa6vIdKU00FUJa6vbXxa3gvnLa3fY8ygphguyp00VgHU00zKJgpDjyJg00krzN1NvKzO00jYaa3fQ5ir004EJagfOu28e6GhF,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01wMEr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjj0ImgMajw7X3akB54Wr01pheLgfltA,P2Win,,
64,001hymin7PD9g0rzqyg01bEhg01eldg01h29g01jI5g01mp1N0iIMzjnucvRO01ejRad0UxLp01wlramLjx7amLme3ajvNG44ozsabajvPyOajvRrBp01jppp01shDp01ASKE1FqVY7nldhf7ngQKw7ncveNp01axFr01zyl,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01wMEr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjj0ImgMajw7X3akB54Wr01pheLgfltA,P2Win,,
65,000iP0U01evSj15nYPT006sT7okLmn7okP7S7mX6Cv7mXao1zd07yLzd08mVzd09b7zd09Yiantikvantl1rv6rkOhT00goka2sfyYa2sifW4pd2ep8mXgi58mXireN004jd9nKwoP9mSGlh9nKAal9mOlmlajuCRgakdIcral5C1v,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01wMEr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjj0ImgMajw7X3akB54Wr01pheLgfltA,P1Win,,
66,001huaj1stdnX013Mfp01f3FajvJjqajvLcbajvN4VaoVoa5aoVqQ1a3YK8ga3YMON41szoJT01577p01AOxp01rat9oDsDH9oVjke7oz3Tg7oDvR5w00YJOw012qJw0157Fw017NBO0115LO016sDr01exGa01ex9p00TnUr01qFBa4LQhka4LSXg,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01wMEr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjj0ImgMajw7X3akB54Wr01pheLgfltA,P2Win,,
67,000i38inXJFihogs1Kt00ehjU01u6Hp01AOxp00A3qp00FFAp00CXyzd91Xza0dEGoa0dHnljoUfzMjn77uxan7fOqan7ivlp00iPgajuQjcajuT08GgfvppL61dXla3gNEw9ewWNL9eT0RWa00eynr00eyUr00A2Sp00WELp01ARNp01hgMSpcLnu,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01wMEr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjj0ImgMajw7X3akB54Wr01pheLgfltA,P2Win,,
68,000wzJSplKEup00HRct00wjlp00K0KamKsCJamKvjEa0mHHSa0mKoPinTzc5zcHMCUp00PDihn7cTE4o3L44p00Rf2N0E29u9kW1cd9kWfYejnCdAe7ke1vE7ke3EM7kiuyl7kmVrVg1iGoe,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01wMEr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjj0ImgMajw7X3akB54Wr01pheLgfltA,P1Win,,
70,000tB3p00TTcon7Iyco1sdI3akNkK5akNnr4p00wwkp00FVmp00Qr7t00nqlt00nqlt00nqlt00nqlt00nqlt00nqlt00nqlt00nqlt00nqlt00nqlt00nqlt00nql,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01wMEr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjj0ImgMajw7X3akB54Wr01pheLgfltA,P2Win,,
72,000gJwp00w4Dp00x7Yp00FY4p00IDVa0Izvwa1rFDSp00LjIp00S1z4mKkBhajuMAOajuPhLp00dN7p00jaY7phdkF7pheW27phiaK7oyaWO7oyczb7oyfMT7nP6qO7nP83b7nPbgT7kvsLO7kvu7M7kr6YH7kmAMO7kmC8M7kr3uAjkVVVp815ryNN08UzaNphfdq204utKOpUJwb,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01wMEr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjj0ImgMajw7X3akB54Wr01pheLgfltA,P2Win,,
73,001dfqU00ACzt016xMp01iR2p015o6p01zy6jodfWeanQq2Ea1sCXra1sFEnGggg8Uw01751a00AC2a00DiXp01a0eajvKI6ajvNp59kNsA3p01ARRp01xq6anQsIAq01rt5w01b6Tw01eRpX01b7rO01a2kO01cbtO01ekC,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01wMEr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjj0ImgMajw7X3akB54Wr01pheLgfltA,P2Win,,
74,001dwbp01fpMimoPFPajJ16XajJ3MTp01axop01jpa9mY3ty9mYdGD9mYnTs9pqPNB9pmBhf9pvzXW9o8yJy9o8Qtxp01sPAabM98Ra1foF8a1frm4p01ACbp01ACHp01ADdp01zPqamkNu2alOYSialP1uEp01ABFp01s0Vp01AR9p01AQo4nDa8m7pqXRx7pr3HC7oqjfw7ohzR77nu36y7npGzP7npBJKjnLOtU,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01wMEr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjj0ImgMajw7X3akB54Wr01pheLgfltA,P1Win,,
75,0012cnU00B5Ct00K0QagfVsI8dvv5nU01yFoaggMRraggPynLggortagfT3ep00DM99oDrQO9oDh779o3VMB9o3QpF9oDmtTjn3uQIa4ulRlp01f5Op01i2samCf7SamChNOp00XW27oyPKd7oySaOajmIctajmFvxGk1iBap01b23a4uoykLgfXUX8dANnD600QGTp01pO1,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01wMEr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjj0ImgMajw7X3akB54Wr01pheLgfltA,P2Win,,
76,001aP3LnpioXajvG9zajvIPva01p5fp01ATEp01AT4p01ASiGd0WVfp01bl7p01jp3t014Ect014Ect014Ect014Ect014Ect014Ect014Eca9KHqDOoHKu6T01aQ6alKi9mLntWXMalKeEfalKgNo8mKXzyamLjwDamLmdzp01AUba01x9Kjo02I6,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01wMEr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjj0ImgMajw7X3akB54Wr01pheLgfltA,P1Win,,
77,000dYEX008kww004iCj15nYE4pMbxna2JMr0a2JP7Xam26kar017z0w005TYw007wlw0098Hw00aK4w00cmqOhKYCjOigMWEOjhpClOjMdWGp00r94a9wBE6am2916OiLBi0,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01wMEr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjj0ImgMajw7X3akB54Wr01pheLgfltA,P2Win,,
78,000TFso0EE4Jp01ycJ809LaHp01A3SU01dHH9f2wCRgoqgtpU01tPjp01lLvoo8Shhalk1x5alk4e19eFL2ga1Barpa1Bd8la1Bqz1a1BtfWp01lgjp014lhU00oM8a1Akaka1AmQggmBpmFp01AOBgn3OrBv6vEIDU00DLya1AAvga1ADcca0ie53U00TTaa1AQCRa1ATjN7f2MKtp01AQnp01aLKp013O0p00Fp5a3g6WwU00TER,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01wMEr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjj0ImgMajw7X3akB54Wr01pheLgfltA,P2Win,,
79,001eg7U00pNha00tP0a2aBulgmK8qCr00q4ua3gzWsU01fAsa3gsHLp01c7O7p9iAN9p51nna3gwbW9p4SQm9p4KMx9p9zg47p9kda7pdE7n7pdCv2p01AP4T01AOxp01APAa3CS5Na3CPoRp01x5HjmbT1SamKSEia01AOxa01y8B8dWQbq9fbpWP4oVork7eFzJJT00XWR9mfVcP7m2HXva3ggm0r01ARo,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01wMEr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjj0ImgMajw7X3akB54Wr01pheLgfltA,P2Win,,
80,000kYga1envTp00Ns0X008C9p00bODj1iBeiamjOKxw004jlw005UFw007gDw008S0w00adXw00byVw00cTUO006c4GgfptTa1eqcSamjRrqalw6avalw8QrO008ldO00aumO00cDv,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01wMEr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjj0ImgMajw7X3akB54Wr01pheLgfltA,P2Win,,
81,000PoCa5m2O5a4pNOnambymTalOzkKjolxaAp00nYxp01rqup01hNhLn2QUvp01AQJT00Oyjambo8palOgvbp012r0t00K1At00K1At00K1At00K1At00K1At00K1At00K1At00K1AalOoyYt00Gv8GgXX4uq0102wp00Pn8,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01wMEr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjj0ImgMajw7X3akB54Wr01pheLgfltA,P1Win,,
82,000nXIjpcRzAj15oiyt00jFwp00m4oigt1qlhokTt9p00ImKalWRmHalWU3FapuOcaapuMjgaphxcap00FXpp00ED6p00HiIin70NCaiyBfdp00zL5p00si2a4Lgksp00mjAaiyD7XaiyF0IGnXXCiSkICe1gnTzr2gnTG9M,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01wMEr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjj0ImgMajw7X3akB54Wr01pheLgfltA,P2Win,,
83,001fpdan8e0YambL1Iq01ATRambNHEan8gGWq00Y12t01gubt01gubt01guat01guat01guat01guat01guat01guat01guat01guat01guat01guat01gua,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01wMEr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjj0ImgMajw7X3akB54Wr01pheLgfltA,P2Win,,
84,0018pUimP9SRp01AUda1x7yya1x5Wca1x4kPp01AT4p01ASx9oyQCl9oz8y8N09JOJjnpMJLp01pQWaksedsaksgTop01AS3p01ARwGggosAp01aNRq01iAxaeEpBET0075hp01ATFaoqEt1aoqH9WaeEsiA7kjbMP7kjaIg7kj96T7kj5BM7npslw7nptWS7npxbBgpVJg6Op4RjM,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01wMEr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjj0ImgMajw7X3akB54Wr01pheLgfltA,P2Win,,
85,000gFKzd07yE1nP38d1nP6lS1nP7Xet0085b7kifsx7k9toc7k0zg67k9qat7k0xnl7k9ohK7kifc97k9rvr9pcDiB9p45oi90quLM90mmWU9kRiB3amKeBFamKhiCa21KRra21Nys40dCMcp00vIs90qD6Kr009XMa1A6aa708RMv9kRrcp9kRA4qj15nYK80ekjU,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01wMEr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjj0ImgMajw7X3akB54Wr01pheLgfltA,P2Win,,
86,0011UqU01yFoaggLg5t00O1tU00AxQagfSvoLfaRmILfbjggaggNW1agfPOw8cNjPNp01tPRp013L9p01gqJp01j6Np00RdUamL2wXalFzvla1sk6Ya1smN2amL5dTalFCchp00Crc9p4wOA9p4Ccs9p4Hzd9p9cGr9p9i4lGmKA7ijmoQ9bp01hLep01ixNzd0P6B7p95Hdv9KyMo7p973g7p98oc7p99J87p9b557p9cq3,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01wMEr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjj0ImgMajw7X3akB54Wr01pheLgfltA,P1Win,,
87,001e4fp015HDp01e2xp01mn2p01uHwp01z1pp01x9Kp01APOp01AQMp01ARQt019L9t019L9t019L9t019L9acMRvYT011HeLnCHsd8ngHkIalXmeOalXoUKjnQeeBajvIjcajvKbWajvM4HancJYNancMFJaoR6u3aoR9aYGggiiC9nH3Yk9nHmg57p4W9ROoHYIWOpR98Wr00YKk,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01wMEr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjj0ImgMajw7X3akB54Wr01pheLgfltA,P2Win,,
88,000fkn9l5vPF9l5KBv9kzFCz9kzUop9okLmA9oGRU59oGWKa90m62D90IcA890Ihqdp00suGp00tP0amKdNuamKguqa1rwaXa1ryQV415tn89oH2Af90Imgi7kqUSo7kmxdw7kqX2x7kmzmF7kr0bG7kmBvO7kr2kP7kmDEX1l5zAn1l5Eqsj1NrqV,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01wMEr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjj0ImgMajw7X3akB54Wr01pheLgfltA,P2Win,,
89,000i3hU00dJ2amJVm2amJY2WLlEYfbL00gWdp00j8Rjphhzz9hGxd39gXtKCgliOsbgmJVm2O0mkA9G004j4r004jB8juFP7p00otBp00DhjU004l5a004kxa0071tU00os8p00tPEp00j5UdjuFP7U01991a00n7aa00pN6T01fQQa3gsGPa01991gpi7RVa6vK6va6vLYga6vOVDa6vMfHp01iynr01ARO,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01wMEr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjj0ImgMajw7X3akB54Wr01pheLgfltA,P2Win,,
90,000jCF9kE5md9kEdq19kIKeg9l5vOR9l5LWt9ph32x9phja990uTvI90vaDkabPC6t7kdPHRp00uDv7kdKRM7kdO6v7kmFO77kmAY27kmDVma19WpRa1a06QamOFLEamOIsA1la4aT1l1iTJj15nYvt00efEt007Ndt00hJMp00sMa,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01wMEr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjj0ImgMajw7X3akB54Wr01pheLgfltA,P2Win,,
91,000i30io7ya3zd91Xxp00iOYjoUfQ5ajuQiUajuSYQGjuKV4ap8BFGaolcaKap8BGXap8EnV70IdqI710UeH7oy8dip00rHU7oybqV7kmEeg7kihTm7kdUzt7k9yfA90zoVP910Ygzg2eJ51EokR2sO0v0col8S61qld0dtE,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01wMEr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjj0ImgMajw7X3akB54Wr01pheLgfltA,P2Win,,
92,000qmdinGgxlh4tmmfzd0joaamKw5DamKyLza1ETTka1EWAizc45Uk7oUd8PT004ke8nOV9K7oPSeRp00I5Mp00dbl7kinwE7kiqKm7kitY97ke08a7ke3lT7ke6zD9kRKy09kRGMu9kRD1Y9kRzgw9kRvuC9kRrJ74phyv4jn7nl29kRnXB,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01wMEr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjj0ImgMajw7X3akB54Wr01pheLgfltA,P1Win,,
93,000PDUU0146hp019bVLpvkm3Loz38vLkrU8up019cwM017jejnPX48gnPTzPgljHvl9gCl5z9im62Ldhlox0diMwvqamKTuQamKWbMT01fS5a7eLGsa7eOnop01exHU01fQRa3gvnLa6vKUna6vMN8a6vOFSU012rOa166NJa014k2G00O0w3018nNU01nXma16rfHa01oL0p00O14,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01wMEr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjj0ImgMajw7X3akB54Wr01pheLgfltA,P2Win,,
94,000iT1imJQ3LhnOX6NT008pBad05sQD04ChaSoCqiFajuP1IajuRHFp01ARJp00O0Pp00O3bp00xGep01cXxaold2UaolfIQ4oyqgBr00xFAjnt91rp00O4lp00O217kmBBx7kmEPg7k523j7k55h27p8nLK7p8r0t7oc8Hm7ocbV57nfSCX7nfXt3N0921BajuDcB,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01wMEr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjj0ImgMajw7X3akB54Wr01pheLgfltA,P2Win,,
95,001cGtt0131ep017P6amL8KxamLbrtamKLYbamKOF7p01gXTp01m6Ep01AQAp01ARrr01q77t019cAt019cAt019cAt019cAt019cAt019cAt019cAt019cAt019cAt019cAt019cAt019cA,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01wMEr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjj0ImgMajw7X3akB54Wr01pheLgfltA,P1Win,,
96,000QImX00ECC600IDY600AAcw00AAcw00Ccxw00DNTw00Fqgw00H2Cw00IDYjnPGVha0J57wa0J7Nup010A7aphY2Mapi1IFp00Nd0ajvnP5ajvl99Gjvh7fp013MFr01e38a01hwHp01580r01AU5,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01wMEr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjj0ImgMajw7X3akB54Wr01pheLgfltA,P2Win,,
97,000dYpjlEWBIjnPaUkjoUcRfjmK2vXt00pgjt00pgjt00pgjt00pgjt00pgjF00rFQymjB3jp00AOep00zdqp00xS1r00px6,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01wMEr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjj0ImgMajw7X3akB54Wr01pheLgfltA,P1Win,,
98,000e1Ny004lOt00fE5F00e10jpDgn4jnt9fvt00awTt00awTt00awTt00awTt00awTt00awTt00awTp00xn8p00Q9np00GKKr00yHv,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01wMEr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjj0ImgMajw7X3akB54Wr01pheLgfltA,P1Win,,
99,000KeMU01goDjntFb0a3gxgwa3gzWsantJJCantMqya43Cmva43F3s41s1xz9eOm5t7eFxAAgnQ4cNp00TTW615RObr00rto7oUkow9p48Sp9p4gWct00rqf7oLHcR7kiDDJ7kegM47k9SUl7k5w3E7k19bX9p8OhY9kWaiY9kWp4x,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01wMEr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjj0ImgMajw7X3akB54Wr01pheLgfltA,P2Win,,
100,000W6ST01bCIp00YsQt00VPJp01deoapr0Yrp01hvxajRxU9ajEnmMp0186sp01A1L9mtilva2bnzOa2bkSSzcIatejmKRTPGjvk5T9oltpu9olMul7oh3k6U00QJE7pDLhFa2fo8SdjRmTSdjRlyWO00Uvep00W88a3Yk7Pg1wgEFapr3FnijRt6y7kvXV27k5QgO,000iPai327EMU00yoGajv6Sdajv92m8dmCyAp00BD0T01wMEr004jLa1vzWwakirOza58fR74phqHB7kdRkI7kieoh9oU1RH9oPHuX9pcP7U9pcUuM9oUnTa7oU2FP7p41D27oUgmQt008kL6008m0p01ASjj0ImgMajw7X3akB54Wr01pheLgfltA,P2Win,,
